Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,NA_Sales,EU_Sales,JP_Sales
Mega Man X2,SNES,1993,Platform,Laguna,0.56,1.82,1.24,0.47
Virtual Soccer,SNES,1993,Sports,Hudson Soft,0.53,2.23,0.47,0.81
Winning Post,SNES,1993,Sports,Tecmo Koei,0.53,2.4,1.01,0
Mega Man 6,NES,1993,Platform,Capcom,0.52,2.03,1.56,0
Mario & Wario,SNES,1993,Puzzle,Nintendo,0.49,1.4,1.39,0.1
Crayon Shin-Chan: Arashi o Yobu Enji,SNES,1993,Platform,Namco Bandai Games,0.46,1.37,2,0.14
Fatal Fury 2,SNES,1993,Fighting,Takara,0.45,1.12,1.87,0.27
Yuu Yuu Hakusho,SNES,1993,Fighting,Namco Bandai Games,0.36,1.3,0.77,1.54
Jurassic Park,NES,1993,Action,Ocean,0.36,1.95,0.86,0.59
Stunt Race FX,SNES,1993,Racing,Nintendo,0.35,1.93,1.58,0
Shin Momotarou Densetsu,SNES,1993,Role-Playing,Hudson Soft,0.32,1.33,1.68,0.13
Ganbare Goemon 2: Kiteretsu Shougun Magginesu,SNES,1993,Platform,Konami Digital Entertainment,0.31,0.58,2.48,0.04
Bishoujo Senshi Sailormoon R,SNES,1993,Fighting,Namco Bandai Games,0.27,1.49,0.73,1.38
Sailor Moon,SNES,1993,Action,Namco Bandai Games,0.22,0,0,3.67
Jissen Pachi-Slot Hisshouhou,SNES,1993,Misc,Sammy Corporation,0.19,2.13,1.18,0.01
Shining Force II,GEN,1993,Strategy,Sega,0.19,2.04,1.28,0.02
Thoroughbred Breeder,SNES,1993,Simulation,Hect,0.19,1.58,1.59,0.08
Mega Man Soccer,SNES,1993,Sports,Capcom,0.18,1.65,1.21,0
Super Power League,SNES,1993,Sports,Hudson Soft,0.17,1.87,1.13,0.55
Super Street Fighter II,GEN,1993,Fighting,Capcom,0.15,2.53,0.81,0.06
The King of Fighters '94 (CD),NG,1993,Fighting,SNK,0.14,2.08,1.09,0.15
Illusion of Gaia,SNES,1993,Role-Playing,Nintendo,0.13,2.23,0.68,0.66
Harukanaru Augusta 2: Masters,SNES,1993,Sports,T&E Soft,0.12,0.05,0,0.64
Classic Road,SNES,1993,Sports,Victor Interactive,0.11,2.08,0.83,0.46
Ranma 1/2: Akanekodan Teki Hihou,SNES,1993,Role-Playing,TOHO,0.11,2.32,0.96,0
Lethal Enforcers,SNES,1993,Shooter,Konami Digital Entertainment,0.09,0.6,2.45,0.05
Ecco: The Tides of Time,GEN,1993,Adventure,Sega,0.07,1.93,1.22,0.03
Street Fighter II': Special Champion Edition (JP weekly sales),GEN,1993,Action,Capcom,0.07,2.05,1.4,0
Samurai Shodown,NG,1993,Fighting,SNK,0.07,2.02,1.17,0
Ninja Warriors,SNES,1993,Action,Titus,0.07,2.38,0.67,0.46
Streets of Rage 3,GEN,1993,Action,Sega,0.07,1.35,1.55,0.17
Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993,Misc,Imax,0.06,2.18,1.02,0.03
Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993,Platform,Konami Digital Entertainment,0.06,1.88,1.39,0
Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993,Role-Playing,Epoch,0.05,1.6,1.49,0.1
Dynamite Headdy,GEN,1993,Platform,Sega,0.05,2.01,1.35,0.06
Pachinko Wars II,SNES,1993,Misc,Coconuts Japan,0.05,1.57,1.79,0
Keiba Eight Special,SNES,1993,Sports,Misawa,0.05,1.56,1.4,0.07
Beyond Oasis,GEN,1993,Role-Playing,Sega,0.05,1.23,1.77,0.05
,GEN,1993,,Acclaim Entertainment,0.03,1.66,1.58,0.12
Rock N' Roll Racing,SNES,1993,Racing,Interplay,0.01,1.9,1.13,0.1
Donkey Kong Country,SNES,1994,Platform,Nintendo,9.3,1.98,1.14,0.01
Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,5.19,1.96,1.33,0
Donkey Kong Land,GB,1994,Platform,Nintendo,3.91,0.71,2.39,0.02
Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,3.61,2.14,1.21,0.01
Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,3.42,2.66,0.49,0.05
Donkey Kong,GB,1994,Platform,Nintendo,3.07,1.17,0.5,1.75
Myst,PC,1994,Adventure,Red Orb,2.81,2.27,0.9,0
Monopoly,PC,1994,Misc,Hasbro Interactive,2.39,1.64,0.38,1.42
Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,2.08,2.11,0.93,0.12
Star Wars: Dark Forces,PC,1994,Shooter,LucasArts,1.95,2.85,0.38,0.03
Sonic & Knuckles,GEN,1994,Platform,Sega,1.82,0.59,2.36,0.04
Disney's The Lion King,SNES,1994,Platform,Virgin Interactive,1.79,1.3,1.42,0.27
Sonic the Hedgehog 3,GEN,1994,Platform,Sega,1.76,2.2,0.95,0.02
Mortal Kombat 3,SNES,1994,Fighting,Acclaim Entertainment,1.53,2.15,1.01,0.02
Super Metroid,SNES,1994,Action,Nintendo,1.42,2.1,1.01,0.04
Disney's The Lion King,GEN,1994,Platform,Virgin Interactive,1.41,1.21,1.62,0.27
NBA Jam,SNES,1994,Sports,Acclaim Entertainment,1.39,2.1,1.01,0.01
Mortal Kombat 3,GEN,1994,Fighting,Acclaim Entertainment,1.34,0.59,1.79,0.73
Battle Arena Toshinden,PS,1994,Fighting,Sony Computer Entertainment,1.27,0,0,3.44
NBA Jam Tournament Edition,GEN,1994,Sports,Acclaim Entertainment,1.11,2.4,0.71,0.03
Virtua Fighter,SAT,1994,Fighting,Sega,1.07,1.55,1.27,0.33
Super Momotarou Dentetsu III,SNES,1994,Simulation,Hudson Soft,0.91,0.86,0,2.55
Derby Stallion II,SNES,1994,Sports,ASCII Entertainment,0.87,1.13,2.07,0
Kamaitachi no Yoru,SNES,1994,Adventure,ChunSoft,0.81,1.09,1.36,0.49
Super Bomberman 2,SNES,1994,Puzzle,Hudson Soft,0.81,1.75,1.2,0.02
EarthBound,SNES,1994,Role-Playing,Nintendo,0.81,1.73,0.69,0.59
Ridge Racer,PS,1994,Racing,Sony Computer Entertainment,0.79,0.46,2.28,0.05
Doom,PS,1994,Shooter,Infogrames,0.78,1.83,1.05,0.06
Super Bomberman 3,SNES,1994,Puzzle,Hudson Soft,0.7,1.56,1.47,0.19
Fire Emblem: Monsh? no Nazo,SNES,1994,Role-Playing,Nintendo,0.7,0.81,1.99,0.07
Kirby's Dream Course,SNES,1994,Sports,Nintendo,0.59,2.04,1.02,0
Theme Park,PS,1994,Simulation,Electronic Arts,0.57,2.14,0.92,0
Fatal Fury Special,SNES,1994,Fighting,Takara,0.56,2.47,0.76,0
Daytona USA,SAT,1994,Racing,Sega,0.55,1.9,0.67,0.73
Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994,Strategy,Tecmo Koei,0.53,0.88,1.7,0.1
J-League Soccer: Prime Goal 2,SNES,1994,Sports,Namco Bandai Games,0.53,1.63,1.53,0
Space Invaders,SNES,1994,Shooter,Taito,0.46,0,0.99,2.32
NHL FaceOff,PS,1994,Sports,Sony Computer Entertainment,0.45,1.45,1.29,0.12
Wonder Project J: Kikai no Shonen Pino,SNES,1994,Simulation,Enix Corporation,0.43,1.44,1.01,0.57
Jikkyou Powerful Pro Yakuu '94,SNES,1994,Sports,Konami Digital Entertainment,0.41,0.27,0.21,2.79
Samurai Shodown,SNES,1994,Fighting,Takara,0.4,1.47,1.39,0.03
Super Famista 3,SNES,1994,Sports,Namco Bandai Games,0.39,1.4,0.91,0.74
ESPN Extreme Games,PS,1994,Sports,Sony Computer Entertainment,0.38,1.99,1.05,0.05
Kileak: The DNA Imperative,PS,1994,Shooter,Sony Computer Entertainment,0.37,1.9,1.11,0.01
Super Formation Soccer 94,SNES,1994,Sports,Human Entertainment,0.37,1.5,1.28,0.05
Super Robot Taisen EX,SNES,1994,Strategy,Banpresto,0.37,0.09,0,3.18
Shin Megami Tensei II,SNES,1994,Role-Playing,Atlus,0.37,2.61,0.33,0
Zero4 Champ RR,SNES,1994,Sports,Media Rings,0.36,1.89,1.05,0.02
Super Fire ProWrestling Special,SNES,1994,Fighting,Human Entertainment,0.36,0.6,1.57,0.82
Breath of Fire II,SNES,1994,Role-Playing,Laguna,0.36,0.5,1.58,0.31
Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994,Platform,Konami Digital Entertainment,0.36,0.89,2.12,0
Super Power League 2,SNES,1994,Sports,Hudson Soft,0.33,1.35,1.11,0.46
Parodius,PS,1994,Shooter,Konami Digital Entertainment,0.33,0.95,1.3,0.77
Live A Live,SNES,1994,Role-Playing,SquareSoft,0.32,2.34,0.3,0
Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,1994,Fighting,Namco Bandai Games,0.31,0.72,1.67,0.4
Decathlete,SAT,1994,Sports,Sega,0.3,1.91,1,0.03
Daikaijyuu Monogatari,SNES,1994,Role-Playing,Hudson Soft,0.3,1.72,1.33,0
Itadaki Street 2: Neon Sign wa Bara Iro ni,SNES,1994,Misc,Enix Corporation,0.29,1.18,0.89,0.94
International Superstar Soccer,SNES,1994,Sports,Konami Digital Entertainment,0.28,1.76,1.21,0.07
SimCity 2000,SAT,1994,Simulation,Sega,0.28,0.73,0.1,2.35
Slam Dunk: Yonkyo Taiketsu!!,SNES,1994,Sports,Namco Bandai Games,0.27,2.26,0.72,0.12
Thoroughbred Breeder II,SNES,1994,Simulation,Hect,0.27,0,0,3.19
Virtua Racing,GEN,1994,Racing,Sega,0.26,1.48,1,0.04
Galactic Attack,SAT,1994,Shooter,Acclaim Entertainment,0.25,1.78,1.12,0.09
A. IV Evolution: A Ressha de Ikou 4,PS,1994,Strategy,ArtDink,0.25,1.35,0.59,0.8
Samurai Shodown II,NG,1994,Fighting,SNK,0.25,2.15,0.76,0.01
The King of Fighters '95 (CD),NG,1994,Fighting,SNK,0.23,1.27,1.29,0.12
Drift King Shutokou Battle '94,SNES,1994,Racing,BPS,0.2,2.06,0.56,0.38
Samurai Spirits (CD),NG,1994,Fighting,SNK,0.2,1.92,0.16,0.99
Wing Arms,SAT,1994,Shooter,Sega,0.2,0.68,0,0
ThunderStrike 2,PS,1994,Simulation,Core Design Ltd.,0.19,1.87,0.97,0
SD Gundam GX,SNES,1994,Strategy,Namco Bandai Games,0.19,1.7,1.25,0.02
Gokujou Parodius,SNES,1994,Shooter,Konami Digital Entertainment,0.18,1.06,1.09,0.76
F1 Challenge,SAT,1994,Racing,Sega,0.18,2.14,0.86,0
Saturday Night Slam Masters,SNES,1994,Fighting,Capcom,0.16,2.31,0.62,0.14
"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,1994,Role-Playing,Game Arts,0.14,1.21,1.56,0.06
Shining Force CD,SCD,1994,Strategy,Sega,0.14,0.08,0,3.03
The King of Fighters '94,NG,1994,Fighting,SNK,0.12,0.55,0.5,1.93
Slayers,SNES,1994,Role-Playing,Banpresto,0.12,1.52,1.03,0.1
Battle Arena Toshinden Remix,SAT,1994,Fighting,Sega,0.12,0.9,1,1.03
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,1994,Fighting,Angel Studios,0.12,1.69,0.85,0.14
Center Ring Boxing,SAT,1994,Fighting,JVC,0.12,1.4,1.01,0.46
Primal Rage,PS,1994,Fighting,Time Warner Interactive,0.11,0.88,0.94,0.88
Jikkyou Powerful Pro Yakyuu '95,PS,1994,Sports,Konami Digital Entertainment,0.11,1.99,0.81,0.03
Final Fantasy I & II,NES,1994,Role-Playing,Square,0.11,2.17,0.28,0.55
Jupiter Strike,PS,1994,Shooter,Acclaim Entertainment,0.11,2.5,0.16,0.01
Crime Crackers,PS,1994,Role-Playing,Sony Computer Entertainment,0.1,1.92,0.45,0.64
Clockwork Knight,SAT,1994,Platform,Sega,0.09,1.57,0.62,0.55
Theme Park,SAT,1994,Simulation,Electronic Arts,0.08,1.72,1.21,0
King's Field (Japan),PS,1994,Role-Playing,From Software,0.08,1.8,0.97,0
Yuu Yuu Hakusho: Makyo Toitsusen,GEN,1994,Fighting,Sega,0.08,0.51,1.02,1.4
Dragon Slayer: The Legend of Heroes,GEN,1994,Role-Playing,Sega,0.08,1,1.82,0
Majin Tensei,SNES,1994,Role-Playing,Atlus,0.08,1.89,0.88,0.04
Gale Racer,SAT,1994,Racing,Sega,0.07,1.75,1.01,0
Formula One World Championship: Beyond the Limit,SCD,1994,Racing,Sega,0.07,1.91,0.84,0
Derby Jockey: Kishou e no Michi,SNES,1994,Sports,Asmik Corp,0.07,1.94,0.84,0.03
Kenyuu Densetsu Yaiba,SNES,1994,Action,Banpresto,0.07,1.29,1.21,0.06
Motor Toon Grand Prix (Japan),PS,1994,Racing,Sony Computer Entertainment,0.07,1.54,1.33,0
Discworld,PS,1994,Adventure,Psygnosis,0.06,1.94,0.79,0.02
Robotica,SAT,1994,Shooter,Sega,0.06,1.85,1.04,0
Worldwide Soccer,SAT,1994,Sports,Sega,0.06,2.03,0.47,0.45
Record of Lodoss War: Eiyuu Sensou,SCD,1994,Role-Playing,Sega,0.06,1.45,1.13,0.07
Myst,SAT,1994,Adventure,Sunsoft,0.06,0.61,1.85,0.11
Game no Kanzume Vol 2,SCD,1994,Misc,Sega,0.05,1.4,1.06,0.08
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,1994,Misc,Vap,0.05,1.38,1.32,0.02
Golden Axe: The Duel,SAT,1994,Fighting,Sega,0.05,2.04,0.63,0.12
Game no Kanzume Vol 1,SCD,1994,Misc,Sega,0.05,2.6,0.2,0.01
World Series Baseball,SAT,1994,Sports,Sega,0.04,1.15,0,0.76
Galaxy Fight,SAT,1994,Fighting,Sunsoft,0.04,1.57,1.02,0
J-League Pro Striker 2,GEN,1994,Sports,Sega,0.04,1.61,0.51,0.8
Castlevania Bloodlines,GEN,1994,Platform,Konami Digital Entertainment,0.04,1.67,1.18,0
First Queen: Ornic Senki,SNES,1994,Role-Playing,Culture Brain,0.03,0.12,1.26,1.16
Gaia Saver Hero Saidai no Sakusen,SNES,1994,Role-Playing,Banpresto,0.03,1.36,0.86,0.64
Puzzle & Action: Tant-R,GEN,1994,Misc,Sega,0.03,1.58,1.01,0
Kidou Senshi V Gundam,SNES,1994,Action,Namco Bandai Games,0.03,1.01,1.43,0.05
The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,Banpresto,0.03,1.04,1.37,0.06
Bust-A-Move,3DO,1994,Puzzle,Micro Cabin,0.02,1.36,1.15,0.04
Sugoi Hebereke,SNES,1994,Fighting,Sunsoft,0.02,1.84,0.8,0.04
Pebble Beach Golf Links,SAT,1994,Sports,Sega,0.02,1.33,1.1,0.08
Mortal Kombat,PC,1994,Fighting,Acclaim Entertainment,0.02,1.98,0.58,0.34
World Class Rugby 2: Kokunai Gekitou Hen '93,SNES,1994,Sports,Misawa,0.02,2.22,0.51,0.06
Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,5.15,1.45,1.11,0.04
Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,4.21,2.07,0.77,0.05
Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,4.12,1.82,0.7,0.15
Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,3.84,1.76,0.68,0.12
Tekken,PS,1995,Fighting,Sony Computer Entertainment,3.24,1.55,0.04,1.19
Killer Instinct,SNES,1995,Fighting,Nintendo,3.2,1.88,0.77,0
Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,3.19,0.79,1.92,0
Rayman,PS,1995,Platform,Ubisoft,3.03,1.75,0.45,0.62
Kirby's Dream Land 2,GB,1995,Platform,Nintendo,2.36,1.83,0.79,0.03
Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,2.31,1.54,1.14,0
Virtua Fighter 2,SAT,1995,Fighting,Sega,1.93,0.08,1.24,1.13
Air Combat,PS,1995,Simulation,Sony Computer Entertainment,1.83,1.75,0.86,0
Twisted Metal,PS,1995,Action,Sony Computer Entertainment,1.56,0.99,0.32,1.38
Romancing SaGa 3,SNES,1995,Role-Playing,SquareSoft,1.3,1.41,1.12,0.05
Road Rash,PS,1995,Racing,Electronic Arts,1.27,1.51,1.12,0.01
Sega Rally Championship,SAT,1995,Racing,Sega,1.16,0.86,1.04,0.73
Derby Stallion III,SNES,1995,Sports,ASCII Entertainment,1.15,2.03,0.72,0.02
Arc the Lad,PS,1995,Role-Playing,Sony Computer Entertainment,1.11,1.3,1.26,0
Ridge Racer Revolution,PS,1995,Racing,Sony Computer Entertainment,1.07,0.09,2.43,0.12
NBA Jam Tournament Edition,SNES,1995,Sports,Acclaim Entertainment,1.01,2.53,0.15,0
Road & Track Presents: The Need for Speed,PS,1995,Racing,Electronic Arts,1,2.09,0.63,0.03
Destruction Derby,PS,1995,Racing,Psygnosis,0.9,1.07,1.31,0.06
Seiken Densetsu 3,SNES,1995,Role-Playing,SquareSoft,0.89,1.37,1.34,0
Gex,PS,1995,Platform,Crystal Dynamics,0.87,1.37,0.51,0.89
NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,0.85,1.29,0.53,0.98
Street Fighter Alpha: Warriors' Dreams,PS,1995,Fighting,Virgin Interactive,0.76,1.98,0.53,0
Tactics Ogre: Let Us Cling Together,SNES,1995,Role-Playing,Quest,0.71,2.52,0.09,0
Battle Arena Toshinden 2,PS,1995,Fighting,Sony Computer Entertainment,0.71,1.32,1.08,0.04
Virtua Cop,SAT,1995,Shooter,Sega,0.62,1.65,0.85,0.05
Mario's Picross,GB,1995,Puzzle,Nintendo,0.62,1.96,0.67,0.1
Suikoden,PS,1995,Role-Playing,Konami Digital Entertainment,0.6,1.87,0.55,0.11
Front Mission,SNES,1995,Strategy,SquareSoft,0.6,1.59,1.05,0.04
Tokimeki Memorial: Forever with You,PS,1995,Simulation,Konami Digital Entertainment,0.58,1.51,1.03,0
Beyond The Beyond,PS,1995,Role-Playing,Sony Computer Entertainment,0.57,0.02,2.79,0
Mortal Kombat 3,PS,1995,Fighting,Sony Computer Entertainment,0.55,1.28,1.04,0.07
Bases Loaded '96: Double Header,PS,1995,Sports,Jaleco,0.5,0.71,1.46,0.06
SimCity 2000,SNES,1995,Simulation,THQ,0.49,1.32,1.19,0
Super Puyo Puyo 2,SNES,1995,Puzzle,Compile,0.47,1.32,1.06,0.04
WipEout,PS,1995,Action,Psygnosis,0.47,0.29,0.2,2.13
Super Momotarou Dentetsu DX,SNES,1995,Misc,Hudson Soft,0.47,1.96,0.72,0
Warhawk,PS,1995,Simulation,Sony Computer Entertainment,0.46,1.19,1.15,0.04
J-League Excite Stage '95,SNES,1995,Sports,Epoch,0.45,1.28,0.98,0.07
Persona,PS,1995,Role-Playing,Atlus,0.45,0,0,2.78
Mobile Suit Gundam,PS,1995,Action,Namco Bandai Games,0.45,1.98,0.7,0
Super Famista 4,SNES,1995,Sports,Namco Bandai Games,0.42,0.46,0.29,1.96
Cyber Troopers Virtual-On,SAT,1995,Fighting,Sega,0.42,2.19,0.22,0
Mobile Suit Gundam,SAT,1995,Action,Namco Bandai Games,0.41,1.68,0.74,0
Mario no Super Picross,SNES,1995,Puzzle,Nintendo,0.41,1.44,0.83,0.26
Fighting Vipers,SAT,1995,Fighting,Sega,0.4,1.05,1.23,0.03
Mystery Dungeon: Shiren the Wanderer,SNES,1995,Role-Playing,ChunSoft,0.4,1.35,1.13,0
Tales of Phantasia,SNES,1995,Role-Playing,Namco Bandai Games,0.4,0.89,1.43,0
Shin Megami Tensei: Devil Summoner,SAT,1995,Role-Playing,Atlus,0.38,1.5,0.8,0
Dai-4-Ji Super Robot Taisen,SNES,1995,Strategy,Banpresto,0.38,1.41,1.12,0
Panzer Dragoon,SAT,1995,Shooter,Sega,0.37,1.45,0.86,0.09
Boxer's Road,PS,1995,Fighting,New,0.36,1.74,0.77,0
Mega Man X3,SNES,1995,Action,Laguna,0.35,1.61,0.9,0
Iron Storm,SAT,1995,Shooter,Sega,0.34,1.45,0.07,1.1
Night Warriors: Darkstalkers' Revenge,SAT,1995,Fighting,Virgin Interactive,0.34,1.25,1.14,0.07
Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995,Fighting,Tomy Corporation,0.33,2.56,0.17,0
Kirby's Block Ball,GB,1995,Puzzle,Nintendo,0.32,1.43,0.54,0.71
Extreme Pinball,PS,1995,Misc,Electronic Arts,0.32,1.2,0.97,0.17
Street Fighter Alpha 2,SAT,1995,Fighting,Virgin Interactive,0.32,1.02,0.36,1.13
NBA ShootOut,PS,1995,Sports,Sony Computer Entertainment,0.31,1.33,0.31,1.04
Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,1995,Platform,Konami Digital Entertainment,0.31,1.21,1.19,0.04
Panzer Dragoon II Zwei,SAT,1995,Shooter,Sega,0.31,0.41,1.84,0.05
Gameboy Gallery,GB,1995,Misc,Nintendo,0.3,1.75,0.52,0.33
Jumping Flash!,PS,1995,Platform,Sony Computer Entertainment,0.3,0.99,0.48,1.09
Blazing Heroes,SAT,1995,Role-Playing,Sega,0.3,1.25,0.53,0.87
Winning Post 2,SNES,1995,Sports,Tecmo Koei,0.3,1.52,0.92,0.02
Far East of Eden Zero,SNES,1995,Role-Playing,Hudson Soft,0.3,1.49,0.92,0.02
Guardian Heroes,SAT,1995,Role-Playing,Sega,0.29,2.42,0.11,0
Super Fire ProWrestling X,SNES,1995,Fighting,Human Entertainment,0.28,1.85,0.64,0.01
The King of Fighters '95,SAT,1995,Fighting,SNK Playmore,0.28,0.89,1.33,0.08
Mega Man 7,SNES,1995,Platform,Laguna,0.28,2.38,0.12,0
NBA In The Zone,PS,1995,Sports,Konami Digital Entertainment,0.28,1.23,1.11,0
Nichibutsu Arcade Classics,SNES,1995,Misc,Nichibutsu,0.28,0,0,2.68
Jikkyou Powerful Pro Yakyuu 2,SNES,1995,Sports,Konami Digital Entertainment,0.27,1.95,0.63,0
Final Doom,PS,1995,Shooter,GT Interactive,0.27,1.63,0.51,0.35
Super Nazo Puyo: Ruruu no Ruu,SNES,1995,Puzzle,Banpresto,0.27,0.28,1.39,0.68
NBA Jam Tournament Edition,PS,1995,Sports,Acclaim Entertainment,0.25,1.48,0.92,0.01
Panzer General,PS,1995,Strategy,Mindscape,0.24,1.44,1.09,0
Namco Tennis Smash Court,PS,1995,Sports,Sony Computer Entertainment,0.24,1.99,0.58,0
PGA Tour 96,PS,1995,Sports,Electronic Arts,0.24,1.78,0.63,0
Virtua Fighter Kids,SAT,1995,Fighting,Sega,0.23,0.43,2.05,0
The Raiden Project,PS,1995,Shooter,Ocean,0.23,1.59,0.8,0
Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995,Sports,Sega,0.22,1.15,1.11,0
Dragon Ball Z Hyper Dimension,SNES,1995,Fighting,Namco Bandai Games,0.21,0,0,2.65
X-Men: Children of the Atom,SAT,1995,Fighting,Acclaim Entertainment,0.21,0.69,1.4,0.04
The King of Fighters '95,NG,1995,Fighting,SNK,0.2,2,0.5,0.12
SD Gundam GNext,SNES,1995,Strategy,Namco Bandai Games,0.2,0.86,1.11,0.01
Bust-A-Move 2 Arcade Edition,PS,1995,Puzzle,Acclaim Entertainment,0.2,0.78,0.73,0.89
GunGriffon,SAT,1995,Simulation,Sega,0.19,2,0.47,0.02
College Slam,PS,1995,Sports,Acclaim Entertainment,0.19,1.47,0.93,0
Super Real Mahjong P V,SAT,1995,Misc,Seta Corporation,0.19,2.15,0.12,0
Street Fighter: The Movie,PS,1995,Fighting,Acclaim Entertainment,0.17,1.54,0.8,0.04
Space Griffon VF-9,PS,1995,Role-Playing,Panther Software,0.17,2.31,0.14,0.01
Off-World Interceptor Extreme,PS,1995,Racing,Crystal Dynamics,0.17,0.76,1.09,0.12
Parodius,SAT,1995,Shooter,Konami Digital Entertainment,0.17,0.59,1.79,0.01
King's Field,PS,1995,Role-Playing,Sony Computer Entertainment,0.16,1.56,0.8,0.04
International Superstar Soccer Deluxe,SNES,1995,Sports,Konami Digital Entertainment,0.16,0.9,1.22,0.04
FIFA Soccer 96,PS,1995,Sports,Electronic Arts,0.16,1.86,0.55,0.11
StarBlade α,PS,1995,Shooter,Sony Computer Entertainment,0.16,1.7,0.44,0.06
J-League Victory Goal,SAT,1995,Sports,Sega,0.15,2.03,0.21,0
Tetris Attack,SNES,1995,Puzzle,Nintendo,0.15,1.05,1.05,0.24
Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995,Fighting,Namco Bandai Games,0.15,0.48,1.63,0.04
Wizardry VII: Gadeia no Houshu,PS,1995,Role-Playing,Sony Computer Entertainment,0.15,0.62,0.82,0.96
Epidemic,PS,1995,Shooter,Sony Computer Entertainment,0.14,1.4,0.88,0.03
Agile Warrior F-111X,PS,1995,Simulation,Virgin Interactive,0.14,1.53,0.81,0
Doukyuusei,TG16,1995,Adventure,NEC,0.14,1.31,0.74,0.31
Cyber Sled,PS,1995,Action,Sony Computer Entertainment,0.14,2.14,0.08,0
In the Hunt,PS,1995,Shooter,THQ,0.14,0.37,0.27,1.75
Daytona USA Championship Circuit Edition,SAT,1995,Racing,Sega,0.14,0.93,1.1,0.08
Sentou Kokka Air Land Battle,PS,1995,Strategy,Sony Computer Entertainment,0.13,0.99,0.52,0.92
Romance of the Three Kingdoms IV: Wall of Fire,PS,1995,Strategy,Tecmo Koei,0.13,1.7,0.59,0.21
Disruptor,PS,1995,Shooter,Interplay,0.13,0.15,0,2.41
Namco Soccer Prime Goal,PS,1995,Sports,Sony Computer Entertainment,0.13,1.04,1.22,0.03
Mystic Ark,SNES,1995,Role-Playing,Enix Corporation,0.13,2.11,0.22,0
World Cup Golf: Professional Edition,PS,1995,Sports,U.S. Gold,0.13,1.76,0.55,0.03
Detana TwinBee Yahho! Deluxe Pack,SAT,1995,Shooter,Konami Digital Entertainment,0.13,1.21,0.57,0.7
High Velocity: Mountain Racing Challenge,SAT,1995,Racing,Atlus,0.12,0.64,1.22,0.01
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995,Misc,Sega,0.12,2.21,0.12,0
Sengoku Cyber: Fujimaru Jigokuhen,PS,1995,Strategy,Sony Computer Entertainment,0.12,2.36,0.14,0
Nobunaga no Yabou: Tenshoki,SAT,1995,Strategy,Tecmo Koei,0.11,1.13,1.12,0.06
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,1995,Misc,Sega,0.11,0.26,1.65,0.33
Victory Zone,PS,1995,Misc,Sony Computer Entertainment,0.11,2.1,0.19,0
Hyper Formation Soccer,PS,1995,Sports,Human Entertainment,0.11,1.55,0.75,0.16
Carnage Heart,PS,1995,Strategy,Sony Computer Entertainment,0.11,1.48,0.83,0
Virtual Hydlide,SAT,1995,Role-Playing,Sega,0.11,0.49,0,0.52
Project: Horned Owl,PS,1995,Shooter,Sony Computer Entertainment,0.11,1.11,0.85,0.29
Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995,Role-Playing,Namco Bandai Games,0.11,0.13,0.07,0.26
D,PS,1995,Adventure,Acclaim Entertainment,0.11,1.28,0.14,1.08
Wizardry VI: Bane of the Cosmic Forge,SNES,1995,Role-Playing,ASCII Entertainment,0.1,2.29,0.02,0
Revolution X,PS,1995,Shooter,Acclaim Entertainment,0.1,1.84,0.56,0
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995,Fighting,Atlus,0.1,1.81,0.52,0
Shellshock,PS,1995,Action,Core Design Ltd.,0.1,1.47,0.77,0
Darius Gaiden,SAT,1995,Shooter,Acclaim Entertainment,0.1,1.03,0.81,0.26
